,0
"Breast cancer mortality among all females, underlying cause, Female, Number",-3.1393475058629913e-20
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Asian or Pacific Islander, non-Hispanic, Age-adjusted Rate",-2.203588674201989e-20
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Asian or Pacific Islander, non-Hispanic, Number",-1.5726655189514177e-20
"Cervical cancer mortality among all females, underlying cause, Female, Crude Rate",-1.070323546822834e-20
"Cervical cancer mortality among all females, underlying cause, Overall, Crude Rate",-1.070323546822834e-20
"Invasive cancer (all sites combined), incidence, Male, Number",-5.297765166323713e-21
"Diabetic ketoacidosis mortality among all people, underlying or contributing cause, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Rate",0.0
"Diabetic ketoacidosis mortality among all people, underlying or contributing cause, Hawaiian or Pacific Islander, non-Hispanic, Number",0.0
"Lack of reliable transportation in the past 12 months among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.0
"Diabetic ketoacidosis mortality among all people, underlying or contributing cause, Hawaiian or Pacific Islander, non-Hispanic, Crude Rate",0.0
"Lack of reliable transportation in the past 12 months among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",0.0
"Asthma mortality among all people, underlying cause, American Indian or Alaska Native, non-Hispanic, Number",0.0
"Asthma mortality among all people, underlying cause, American Indian or Alaska Native, non-Hispanic, Crude Rate",0.0
"Asthma mortality among all people, underlying cause, American Indian or Alaska Native, non-Hispanic, Age-adjusted Rate",0.0
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",1.1053232749685072e-21
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Male, Number",1.7434066586719146e-21
"Lung and bronchial cancer mortality among all people, underlying cause, Black, non-Hispanic, Number",5.855931061268901e-21
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, Female, Crude Prevalence",1.2259301113621842e-20
"Invasive cancer (all sites combined) mortality among all people, underlying cause, American Indian or Alaska Native, non-Hispanic, Number",1.7723559718673964e-20
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Black, non-Hispanic, Number",3.028947810616517e-20
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Asian or Pacific Islander, non-Hispanic, Number",4.485086581794109e-20
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Hispanic, Number",6.461054459142831e-20
"Cervical cancer mortality among all females, underlying cause, Hispanic, Number",6.623323120986658e-20
"Breast cancer mortality among all females, underlying cause, Black, non-Hispanic, Number",6.716982208433452e-20
"Cervical cancer mortality among all females, underlying cause, Overall, Number",7.536354016244781e-20
"Cervical cancer mortality among all females, underlying cause, Female, Number",7.536354016244781e-20
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Male, Number",8.919264806966751e-20
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Overall, Number",1.0093685624027757e-19
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Female, Age-adjusted Rate",1.0118486733988209e-19
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Hispanic, Number",1.1595235217171853e-19
"Lung and bronchial cancer mortality among all people, underlying cause, American Indian or Alaska Native, non-Hispanic, Age-adjusted Rate",1.1900249215208388e-19
"Invasive cancer (all sites combined), incidence, Hispanic, Number",1.2034121105242794e-19
"Lung and bronchial cancer mortality among all people, underlying cause, Overall, Number",1.2395737388780337e-19
"Prostate cancer mortality among all males, underlying cause, American Indian or Alaska Native, non-Hispanic, Number",1.2432015816214158e-19
"Invasive cancer (all sites combined) mortality among all people, underlying cause, White, non-Hispanic, Number",1.3292978469967245e-19
"Invasive cancer (all sites combined), incidence, Black, non-Hispanic, Number",1.3741876978378631e-19
"Breast cancer mortality among all females, underlying cause, Asian or Pacific Islander, non-Hispanic, Number",1.3884385357522296e-19
"Lack of reliable transportation in the past 12 months among adults, Age 45-64, Crude Prevalence",1.446811855438122e-19
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, American Indian or Alaska Native, non-Hispanic, Number",1.4767025423840886e-19
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Female, Age-adjusted Rate",1.5144376643420622e-19
"Lung and bronchial cancer mortality among all people, underlying cause, Hispanic, Age-adjusted Rate",1.547868613032433e-19
"Prostate cancer mortality among all males, underlying cause, Black, non-Hispanic, Number",1.6287512328922094e-19
"Prostate cancer mortality among all males, underlying cause, Hispanic, Number",1.6633868441326908e-19
"Cervical cancer mortality among all females, underlying cause, Asian or Pacific Islander, non-Hispanic, Number",1.9225949263979454e-19
"Lung and bronchial cancer mortality among all people, underlying cause, Female, Crude Rate",1.9494788164775964e-19
"Breast cancer mortality among all females, underlying cause, White, non-Hispanic, Number",1.9627781818036526e-19
"Lung and bronchial cancer mortality among all people, underlying cause, Male, Number",1.9875933378180655e-19
"Breast cancer mortality among all females, underlying cause, Black, non-Hispanic, Age-adjusted Rate",2.0512394513625492e-19
"Lung and bronchial cancer mortality among all people, underlying cause, Asian or Pacific Islander, non-Hispanic, Number",2.1276415201450364e-19
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Female, Number",2.1373480883040946e-19
"Breast cancer mortality among all females, underlying cause, Hispanic, Number",2.1583045214209994e-19
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Overall, Number",2.200522860311653e-19
"Prostate cancer mortality among all males, underlying cause, White, non-Hispanic, Age-adjusted Rate",2.272158102070421e-19
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Female, Number",2.511822500836922e-19
"Invasive cancer (all sites combined), incidence, American Indian or Alaska Native, non-Hispanic, Number",2.6503443445897224e-19
"Lack of social and emotional support needed among adults, Female, Age-adjusted Prevalence",2.6847604464782965e-19
"Prostate cancer mortality among all males, underlying cause, Hispanic, Age-adjusted Rate",2.699765818796303e-19
"Lung and bronchial cancer mortality among all people, underlying cause, White, non-Hispanic, Number",2.720002950709373e-19
"Prostate cancer mortality among all males, underlying cause, Asian or Pacific Islander, non-Hispanic, Number",2.735110085599733e-19
"Invasive cancer (all sites combined), incidence, Overall, Crude Rate",2.9126804909208358e-19
"Lack of social and emotional support needed among adults, Multiracial, non-Hispanic, Age-adjusted Prevalence",2.9266720980899846e-19
"Prostate cancer mortality among all males, underlying cause, White, non-Hispanic, Number",3.0585977135718653e-19
"Breast cancer mortality among all females, underlying cause, American Indian or Alaska Native, non-Hispanic, Number",3.5229579452083043e-19
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Black, non-Hispanic, Crude Rate",3.538414623324971e-19
"Prostate cancer mortality among all males, underlying cause, Asian or Pacific Islander, non-Hispanic, Age-adjusted Rate",3.583447786213426e-19
"Invasive cancer (all sites combined) mortality among all people, underlying cause, American Indian or Alaska Native, non-Hispanic, Age-adjusted Rate",4.026028020529052e-19
"Lung and bronchial cancer mortality among all people, underlying cause, Black, non-Hispanic, Crude Rate",4.3272937492353796e-19
"Invasive cancer (all sites combined), incidence, Hispanic, Crude Rate",4.547552676210708e-19
"Invasive cancer (all sites combined) mortality among all people, underlying cause, American Indian or Alaska Native, non-Hispanic, Crude Rate",4.777948976482587e-19
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Overall, Age-adjusted Rate",4.921557213547352e-19
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Male, Age-adjusted Rate",4.977369573909997e-19
"Lack of reliable transportation in the past 12 months among adults, Age >=65, Crude Prevalence",5.373785184447717e-19
"Colon and rectum (colorectal) cancer mortality among all people, underlying cause, Asian or Pacific Islander, non-Hispanic, Crude Rate",5.510616820136795e-19
"Lung and bronchial cancer mortality among all people, underlying cause, Black, non-Hispanic, Age-adjusted Rate",5.953631824812133e-19
"Lung and bronchial cancer mortality among all people, underlying cause, Hispanic, Crude Rate",6.121798443415303e-19
"Lack of reliable transportation in the past 12 months among adults, Asian, non-Hispanic, Crude Prevalence",6.408972132569911e-19
"Prostate cancer mortality among all males, underlying cause, American Indian or Alaska Native, non-Hispanic, Crude Rate",6.837522061257291e-19
"Breast cancer mortality among all females, underlying cause, Asian or Pacific Islander, non-Hispanic, Crude Rate",7.182107746175114e-19
"Invasive cancer (all sites combined) mortality among all people, underlying cause, White, non-Hispanic, Age-adjusted Rate",7.298442588899596e-19
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",7.698094084260364e-19
"Lack of reliable transportation in the past 12 months among adults, Black, non-Hispanic, Age-adjusted Prevalence",7.879848670567592e-19
"Lack of social and emotional support needed among adults, White, non-Hispanic, Age-adjusted Prevalence",8.084640013418991e-19
"Invasive cancer (all sites combined), incidence, White, non-Hispanic, Crude Rate",8.120367655731881e-19
"Cervical cancer mortality among all females, underlying cause, Hispanic, Crude Rate",8.366874221832673e-19
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",8.771863943351371e-19
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Male, Crude Rate",9.029680546437393e-19
"Lack of reliable transportation in the past 12 months among adults, Age 18-44, Crude Prevalence",9.042738563972313e-19
"Lack of reliable transportation in the past 12 months among adults, Multiracial, non-Hispanic, Age-adjusted Prevalence",9.536781045579612e-19
"Lack of social and emotional support needed among adults, Female, Crude Prevalence",9.734864940204316e-19
"Lack of reliable transportation in the past 12 months among adults, Black, non-Hispanic, Crude Prevalence",9.782288440952164e-19
"Invasive cancer (all sites combined), incidence, American Indian or Alaska Native, non-Hispanic, Crude Rate",1.013813064240886e-18
"Invasive cancer (all sites combined) mortality among all people, underlying cause, Asian or Pacific Islander, non-Hispanic, Age-adjusted Rate",1.0165461670721089e-18
"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults, Age >=65, Crude Prevalence",1.0418943983227255e-18
"Lack of social and emotional support needed among adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",1.1226481069344269e-18
